Player,2026 R15
,Score
Luke Jackson,176
Nick Daicos,159
Harry Sheezel,153
Caleb Daniel,149
Nasiah Wanganeen-Milera,144
Marcus Bontempelli,142
Max Gawn,140
George Hewett,138
Noah Anderson,136
Mark Keane,133
Jeremy Howe,133
Jordan De Goey,133
Luke Parker,131
Callum Wilkie,130
Max Holmes,128
Jason Horne-Francis,128
Cooper Trembath,127
Zak Butters,124
Joel Jeffrey,123
Jai Newcombe,123
Hugo Garcia,122
Darcy Byrne-Jones,121
Jordon Sweet,121
Bodhi Uwland,118
Mac Andrew,117
Patrick Cripps,117
Lachlan Ash,113
Bradley Hill,113
Sam Walsh,112
Andrew Brayshaw,111
Kieren Briggs,110
Murphy Reid,110
Tanner Bruhn,110
Max Michalanney,109
Bailey Dale,109
Timothy English,108
Luke Nankervis,108
Will Day,108
Ben Long ,108
Matthew Kennedy,108
Josh Ward,107
Tristan Xerri,106
Finn Callaghan,103
Jack Silvagni,102
Jacob Konstanty,102
Charlie Comben,102
Willem Drew,102
Christian Petracca,101
Tom Brown,101
Sam Berry,101
Isaac Quaynor ,100
Marcus Windhager,99
Jayden Short,98
Matt Cottrell,98
Tim Taranto,98
Rory Laird,98
Shannon Neale,97
Ben Keays,97
Ben Miller,96
Hugo Hall-Kahan,96
Wayne Milera,95
Lachlan McNeil,95
Karl Amon,95
Thomas Liberatore,95
Mason Wood,94
Darcy Wilson,94
Tom Sparrow,93
James O'Donnell,93
Lawson Humphries,92
Jase Burgoyne,92
Josh Daicos,92
Nic Newman,92
Steele Sidebottom,92
Jacob Van Rooyen,92
Sam Cumming,91
George Wardlaw ,91
Rowan Marshall,90
Cameron Mackenzie,90
Sam Banks,90
Matt Rowell,90
Harvey Thomas,89
Karl Worner,89
Lachie Whitfield ,88
Luke Ryan,88
John Noble,87
Connor Idun,87
Jai Murray,87
Jack Steele,86
Patrick Lipinski,86
Jagga Smith,86
Jordan Dawson,86
Nick Murray,86
Brayden Cook,86
Blake Acres,86
Finn O'Sullivan,85
Toby Nankervis,85
Dan Houston,84
Kade Chandler,84
Jy Simpkin,84
Connor MacDonald,83
Alex Pearce,83
Tim Membrey,82
Samuel Swadling,82
Will Hayward,82
Jake Lever,81
Harrison Himmelberg,81
Joel Freijah,81
Sam Switkowski,81
Lachlan Cowan,81
Logan Evans,80
Tom Atkins,80
Neil Erasmus,80
Joe Richards,79
Cooper Hynes,79
Alex Neal-Bullen,79
Aliir Aliir,78
Jed Walter,78
Dylan Stephens,78
Jye Amiss,78
Patrick Voss,78
Jake Bowey,78
George Stevens,78
Clayton Oliver,78
Conor Stone,78
Harry McKay,77
Zac Taylor,77
Connor Budarick ,77
Sam Clohesy,76
Connor O'Sullivan,76
Dylan Moore,76
Luke McDonald,75
Tom Blamires,75
Touk Miller,75
Josh Treacy,75
Nick Haynes,75
Esava Ratugolea ,75
Brodie Kemp,75
Joshua Weddle ,75
James Sicily,74
Nick Larkey,73
Ryan Byrnes,73
Lachlan Schultz,73
Colby McKercher,73
Shai Bolton,73
Corey Durdin,73
Darcy Fogarty,73
Hayden Young ,73
James Trezise,73
Ned Long,72
Ed Richards,72
Taylor Walker,72
James Borlase,71
Josh Battle ,71
Samuel Collins,71
Harry Morrison,70
Jordan Clark,70
Jack Crisp,70
Arthur Jones,70
Caleb Windsor,70
Caleb Serong,70
Jack Ginnivan,70
Max Hall,69
Brent Daniels ,69
Daniel Curtin,69
Nick Watson ,69
Izak Rankine,68
Wade Derksen,68
Noah Balta,68
Jack Lukosius,68
Harry Sharp,68
Edward Allan,68
Nicholas Coffield ,68
Adam Cerra,67
Ben Ainsworth,67
Buku Khamis,67
Darcy Cameron,66
Billy Frampton,66
Nick Vlastuin,66
Leek Aleer ,66
Josh Lai,65
Leo Lombard,65
Dion Prestia,65
Mark O'Connor,65
Harvey Langford,65
Harry Dean,65
Charlie Spargo,64
Toby Greene,64
Mabior Chol,64
Lachlan Bramble,64
Heath Chapman,64
Daniel McStay,64
Judd McVee,64
Daniel Turner,64
Brennan Cox,64
Ryley Sanders,63
Jarrod Witts,63
Cooper Harvey,62
Toby Bedford,62
Riley Thilthorpe,62
Nathan O'Driscoll,61
Sam Taylor,61
Lachlan McAndrew,61
Jack Henry,61
Patrick Dangerfield,61
Josh Rachele,61
Stephen Coniglio,61
Kye Annand,60
Marc Pittonet,60
Joel Fitzgerald,60
Ollie Dempsey,60
James Peatling,60
Tom McDonald,59
Aaron Cadman,59
Campbell Lake,59
Joseph Fonti,59
Jackson Macrae,58
Mitchell Edwards,58
Luke Davies-Uniacke,58
Mark Blicavs,58
Jack Whitlock,57
Ed Langdon,57
Oliver Henry,57
Mitch McGovern,57
Beau Addinsall,57
Isaiah Dudley,56
Trent Rivers,56
Jesse Hogan ,56
Jack Higgins,56
Xavier Bamert,56
Seth Campbell,55
Zach Guthrie,55
Lachlan Jones,55
Massimo D'Ambrosio,55
Will Lewis,55
Kysaiah Pickett,54
Anthony Caminiti,54
Matt Johnson,54
Oliver Wiltshire,53
Cooper Sharman,53
Sam De Koning,52
Lloyd Meek,52
Bailey Humphrey,51
Jack Martin,50
Oisin Mullin,50
Ned Moyle,50
Jake Kolodjashnij,50
Mitchito Owens,50
Zeke Uwland,50
Patrick Retschko,49
Nicholas Holman,49
Ryan Angwin,49
Mitch Georgiades,48
Jayden Laverde,48
Tom Barrass,48
Francis Evans,48
Cameron Nairn,47
Oliver Florent,47
Angus Hastie,47
Billy Wilson,47
Cameron Zurhaar,47
Liam Stocker,46
Mykelti Lefau,46
Shaun Mannagh,46
Callum Brown,45
Mitch Podhajski,45
Nathan Broad,45
Mason Cox,45
Tyler Sonsie,44
Taylor Goad,44
Michael Frederick,43
Aidan Corr,42
Koltyn Tholstrup,41
Rhylee West,41
Blake Hardwick,41
Jackson Mead,41
Michael Sellwood,41
Jack Darling,41
Jasper Alger,41
Blake Howes,40
Jeremy Cameron,40
Aaron Naughton,40
Matthew Jefferson,40
Jack Bowes,39
Oscar Adams,38
Joe Berry,37
Luke Kennedy,36
Zane Duursma,36
Ewan Mackinlay ,36
Phoenix Gothard,36
Liam Fawcett,35
Rory Lobb,34
Bayley Fritsch ,34
Jake Stringer,33
Jack Ison,32
Ben King,32
Harvey Harrison,32
Taj Hotton,32
Bailey Macdonald,31
Beau McCreery,30
Paddy Cross,29
Jordan Croft,29
Jack Buller,28
Roan Steele,28
Harry Perryman,28
Maurice Rioli,28
Mitchell Lewis,27
Talor Byrne,27
Jake Soligo,26
Luker Kentfield,25
Ned Reeves ,25
Samuel Grlj,24
Tom Cochrane,20
Todd Marshall,19
Daniel Butler,19
Steely Green,15
Harrison Ramm,14
Jake Melksham,12
Liam Ryan,6
