key,name,club,affl_team,pos,previous_round,current_round,played,score,prev_value,cur_value,value_change,value_change_pct,prev_rank,cur_rank,rank_change,prev_pos_rank,cur_pos_rank,pos_rank_change
aaron-cadman,Aaron Cadman,GWS,Richmond Tigers,Key Fwd,15,16,PLAYED,66.0,2748,2783,35,1.27,65,63,2,5,5,0
aaron-naughton,Aaron Naughton,Western Bulldogs,Sydney Swans,Key Fwd,15,16,DNP,DNP,1547,1544,-3,-0.19,163,160,3,17,16,1
adam-cerra,Adam Cerra,Carlton,Adelaide Crows,Mid,15,16,PLAYED,79.0,1116,1072,-44,-3.94,213,220,-7,85,86,-1
adam-saad,Adam Saad,Carlton,Geelong Cats,Def,15,16,DNP,DNP,669,667,-2,-0.3,306,312,-6,65,68,-3
adam-sweid,Adam Sweid,Fremantle,Sydney Swans,Fwd,15,16,DNP,DNP,645,645,0,0.0,311,316,-5,36,37,-1
adam-treloar,Adam Treloar,Western Bulldogs,West Coast Eagles,Mid,15,16,DNP,DNP,720,720,0,0.0,296,295,1,113,112,1
aidan-corr,Aidan Corr,North Melbourne,Geelong Cats,Key Def,15,16,PLAYED,52.0,49,49,0,0.0,735,730,5,80,80,0
aidan-johnson,Aidan Johnson,Melbourne,Free agents,Key Fwd,15,16,DNP,DNP,86,86,0,0.0,683,685,-2,91,90,1
aidan-schubert,Aidan Schubert,Hawthorn,Fremantle Dockers,Key Fwd,15,16,DNP,DNP,693,693,0,0.0,303,305,-2,40,40,0
aiden-riddle,Aiden Riddle,Fremantle,Fremantle Dockers,Ruck,15,16,DNP,DNP,480,480,0,0.0,389,389,0,38,39,-1
alex-davies,Alex Davies,Gold Coast,Western Bulldogs,Mid,15,16,DNP,DNP,514,513,-1,-0.19,368,373,-5,132,131,1
alex-dodson,Alex Dodson,St Kilda,Hawthorn Hawks,Ruck,15,16,DNP,DNP,489,489,0,0.0,381,382,-1,37,38,-1
alex-neal-bullen,Alex Neal-Bullen,Adelaide,West Coast Eagles,Fwd,15,16,PLAYED,76.0,525,545,20,3.81,363,360,3,44,43,1
alex-pearce,Alex Pearce,Fremantle,Geelong Cats,Key Def,15,16,PLAYED,35.0,38,38,0,0.0,748,748,0,84,84,0
alex-van-wyk,Alex Van Wyk,Port Adelaide,Adelaide Crows,Ruck,15,16,DNP,DNP,620,620,0,0.0,319,323,-4,29,29,0
aliir-aliir,Aliir Aliir,Port Adelaide,North Melbourne Kangaroos,Key Def,15,16,PLAYED,90.0,1024,1063,39,3.81,224,221,3,17,17,0
alix-tauru,Alix Tauru,St Kilda,Western Bulldogs,Key Def,15,16,DNP,DNP,1492,1491,-1,-0.07,171,166,5,13,13,0
andrew-brayshaw,Andrew Brayshaw,Fremantle,St Kilda Saints,Mid,15,16,PLAYED,131.0,2876,2922,46,1.6,62,59,3,38,35,3
andrew-mcgrath,Andrew McGrath,Essendon,Geelong Cats,Def,15,16,PLAYED,103.0,1057,1147,90,8.51,220,210,10,45,44,1
andy-moniz-wakefield,Andy Moniz-Wakefield,Melbourne,West Coast Eagles,Def,15,16,DNP,DNP,55,55,0,0.0,722,715,7,154,153,1
angus-anderson,Angus Anderson,Collingwood,North Melbourne Kangaroos,Mid,15,16,DNP,DNP,253,252,-1,-0.4,549,545,4,160,159,1
angus-clarke,Angus Clarke,Essendon,Carlton Blues,Def,15,16,DNP,DNP,755,755,0,0.0,285,282,3,61,63,-2
angus-hastie,Angus Hastie,St Kilda,Richmond Tigers,Def,15,16,DNP,DNP,271,271,0,0.0,534,532,2,115,115,0
angus-sheldrick,Angus Sheldrick,Sydney,Western Bulldogs,Mid,15,16,PLAYED,78.0,763,778,15,1.97,284,278,6,107,105,2
anthony-caminiti,Anthony Caminiti,St Kilda,Collingwood Magpies,Key Fwd,15,16,DNP,DNP,1059,1059,0,0.0,218,222,-4,29,30,-1
archer-day-wicks,Archer Day-Wicks,Essendon,Adelaide Crows,Fwd,15,16,PLAYED,54.0,342,351,9,2.63,468,461,7,65,65,0
archer-reid,Archer Reid,West Coast,Melbourne Demons,Key Fwd,15,16,DNP,DNP,868,868,0,0.0,260,259,1,35,35,0
archie-ludowyke,Archie Ludowyke,Adelaide,Fremantle Dockers,Key Fwd,15,16,DNP,DNP,398,398,0,0.0,437,431,6,58,57,1
archie-may,Archie May,Essendon,Western Bulldogs,Key Fwd,15,16,DNP,DNP,480,479,-1,-0.21,390,393,-3,49,50,-1
archie-perkins,Archie Perkins,Essendon,Melbourne Demons,Fwd,15,16,PLAYED,41.0,285,304,19,6.67,513,499,14,80,80,0
archie-roberts,Archie Roberts,Essendon,St Kilda Saints,Def,15,16,DNP,DNP,5159,5146,-13,-0.25,14,15,-1,2,2,0
arthur-jones,Arthur Jones,Western Bulldogs,Adelaide Crows,Fwd,15,16,DNP,DNP,106,106,0,0.0,661,661,0,131,131,0
asher-eastham,Asher Eastham,Gold Coast,Free agents,Fwd,15,16,DNP,DNP,203,203,0,0.0,587,586,1,101,100,1
ashton-moir,Ashton Moir,Carlton,St Kilda Saints,Fwd,15,16,DNP,DNP,277,277,0,0.0,522,522,0,83,85,-2
avery-thomas,Avery Thomas,Gold Coast,Melbourne Demons,Def,15,16,DNP,DNP,560,560,0,0.0,350,353,-3,77,78,-1
bailey-banfield,Bailey Banfield,Fremantle,St Kilda Saints,Def,15,16,DNP,DNP,15,15,0,0.0,784,785,-1,170,171,-1
bailey-dale,Bailey Dale,Western Bulldogs,Geelong Cats,Def,15,16,DNP,DNP,2118,2123,5,0.24,102,100,2,19,18,1
bailey-humphrey,Bailey Humphrey,Gold Coast,Western Bulldogs,Fwd,15,16,PLAYED,31.0,2175,1992,-183,-8.41,94,111,-17,12,13,-1
bailey-laurie,Bailey Laurie,Melbourne,Free agents,Fwd,15,16,DNP,DNP,72,72,0,0.0,705,704,1,150,149,1
bailey-macdonald,Bailey Macdonald,Hawthorn,Western Bulldogs,Def,15,16,PLAYED,42.0,147,133,-14,-9.52,628,636,-8,131,133,-2
bailey-scott,Bailey Scott,North Melbourne,Free agents,Mid,15,16,DNP,DNP,53,53,0,0.0,729,720,9,188,186,2
bailey-smith,Bailey Smith,Geelong,Geelong Cats,Mid,15,16,DNP,DNP,5834,5819,-15,-0.26,9,9,0,6,6,0
bailey-williams-wb,Bailey Williams,Western Bulldogs,Collingwood Magpies,Def,15,16,DNP,DNP,645,644,-1,-0.16,312,317,-5,68,69,-1
bailey-williams-wc,Bailey J. Williams,West Coast,Sydney Swans,Ruck,15,16,PLAYED,67.0,2178,2166,-12,-0.55,93,96,-3,7,7,0
balyn-o-brien,Balyn O'Brien,Port Adelaide,Free agents,Def,15,16,DNP,DNP,277,277,0,0.0,523,523,0,109,109,0
bayley-fritsch,Bayley Fritsch,Melbourne,Geelong Cats,Fwd,15,16,DNP,DNP,118,118,0,0.0,649,648,1,129,129,0
beau-addinsall,Beau Addinsall,Gold Coast,Fremantle Dockers,Mid,15,16,PLAYED,62.0,1161,1193,32,2.76,210,205,5,84,82,2
beau-mccreery,Beau McCreery,Collingwood,West Coast Eagles,Fwd,15,16,PLAYED,64.0,195,182,-13,-6.67,592,602,-10,106,108,-2
ben-ainsworth,Ben Ainsworth,Carlton,Brisbane Lions,Fwd,15,16,PLAYED,111.0,275,417,142,51.64,529,420,109,84,58,26
ben-camporeale,Ben Camporeale,Carlton,Fremantle Dockers,Mid,15,16,DNP,DNP,359,359,0,0.0,456,456,0,148,146,2
ben-jepson,Ben Jepson,Gold Coast,Free agents,Mid,15,16,PLAYED,39.0,16,15,-1,-6.25,781,786,-5,191,191,0
ben-keays,Ben Keays,Adelaide,Adelaide Crows,Fwd,15,16,PLAYED,58.0,458,381,-77,-16.81,405,441,-36,55,63,-8
ben-king,Ben King,Gold Coast,Sydney Swans,Key Fwd,15,16,PLAYED,47.0,361,332,-29,-8.03,455,474,-19,64,65,-1
ben-long,Ben Long,Gold Coast,Richmond Tigers,Fwd,15,16,PLAYED,39.0,32,32,0,0.0,759,759,0,168,168,0
ben-mckay,Ben McKay,Essendon,West Coast Eagles,Key Def,15,16,PLAYED,45.0,46,46,0,0.0,739,736,3,82,82,0
ben-miller,Ben Miller,Richmond,Sydney Swans,Key Def,15,16,PLAYED,80.0,1301,1321,20,1.54,191,186,5,15,15,0
ben-murphy,Ben Murphy,Brisbane,North Melbourne Kangaroos,Def,15,16,DNP,DNP,277,277,0,0.0,524,524,0,110,110,0
benny-barrett,Benny Barrett,Port Adelaide,Free agents,Fwd,15,16,DNP,DNP,136,136,0,0.0,634,633,1,125,125,0
billy-cootee,Billy Cootee,Sydney,Essendon Bombers,Mid,15,16,DNP,DNP,89,89,0,0.0,678,682,-4,179,179,0
billy-dowling,Billy Dowling,Adelaide,Essendon Bombers,Fwd,15,16,DNP,DNP,126,126,0,0.0,641,640,1,128,128,0
billy-frampton,Billy Frampton,Collingwood,Brisbane Lions,Key Def,15,16,PLAYED,84.0,171,210,39,22.81,606,582,24,68,62,6
billy-wilson,Billy Wilson,Carlton,Western Bulldogs,Def,15,16,PLAYED,86.0,249,239,-10,-4.02,553,557,-4,119,121,-2
blake-acres,Blake Acres,Carlton,Brisbane Lions,Mid,15,16,PLAYED,64.0,410,331,-79,-19.27,429,475,-46,143,149,-6
blake-hardwick,Blake Hardwick,Hawthorn,Port Adelaide Power,Def,15,16,PLAYED,89.0,354,367,13,3.67,459,450,9,97,95,2
blake-howes,Blake Howes,Melbourne,Essendon Bombers,Def,15,16,DNP,DNP,320,320,0,0.0,488,487,1,103,103,0
blake-thredgold,Blake Thredgold,North Melbourne,Fremantle Dockers,Key Def,15,16,DNP,DNP,541,541,0,0.0,358,361,-3,31,33,-2
bo-allan,Bo Allan,West Coast,Melbourne Demons,Def,15,16,PLAYED,80.0,987,1111,124,12.56,228,215,13,46,45,1
bobby-hill,Bobby Hill,Collingwood,West Coast Eagles,Fwd,15,16,DNP,DNP,67,67,0,0.0,709,706,3,151,151,0
bodhi-uwland,Bodhi Uwland,Gold Coast,Port Adelaide Power,Def,15,16,PLAYED,114.0,3531,3660,129,3.65,42,39,3,7,6,1
bodie-ryan,Bodie Ryan,Hawthorn,Collingwood Magpies,Def,15,16,DNP,DNP,365,364,-1,-0.27,452,453,-1,96,96,0
bradley-close,Bradley Close,Geelong,Geelong Cats,Fwd,15,16,DNP,DNP,29,29,0,0.0,765,765,0,172,172,0
bradley-hill,Bradley Hill,St Kilda,Port Adelaide Power,Fwd,15,16,DNP,DNP,907,915,8,0.88,254,249,5,28,28,0
brady-hough,Brady Hough,West Coast,Essendon Bombers,Def,15,16,PLAYED,61.0,351,356,5,1.42,461,459,2,99,99,0
braeden-campbell,Braeden Campbell,Sydney,Essendon Bombers,Def,15,16,DNP,DNP,455,455,0,0.0,406,402,4,89,85,4
brandon-starcevich,Brandon Starcevich,Brisbane,Melbourne Demons,Def,15,16,PLAYED,40.0,42,42,0,0.0,743,742,1,158,159,-1
brandon-walker,Brandon Walker,Fremantle,Port Adelaide Power,Def,15,16,DNP,DNP,114,114,0,0.0,655,655,0,138,139,-1
brandon-zerk-thatcher,Brandon Zerk-Thatcher,Essendon,Free agents,Key Def,15,16,PLAYED,45.0,246,234,-12,-4.88,555,561,-6,55,57,-2
brayden-cook,Brayden Cook,Adelaide,North Melbourne Kangaroos,Mid,15,16,PLAYED,20.0,977,695,-282,-28.86,231,302,-71,90,113,-23
brayden-fiorini,Brayden Fiorini,Essendon,Brisbane Lions,Mid,15,16,DNP,DNP,319,319,0,0.0,489,488,1,152,151,1
brayden-george,Brayden George,North Melbourne,Richmond Tigers,Fwd,15,16,DNP,DNP,319,319,0,0.0,490,489,1,72,76,-4
brayden-maynard,Brayden Maynard,Collingwood,North Melbourne Kangaroos,Def,15,16,DNP,DNP,932,933,1,0.11,241,242,-1,51,51,0
brennan-cox,Brennan Cox,Fremantle,Sydney Swans,Key Def,15,16,PLAYED,67.0,431,421,-10,-2.32,417,415,2,36,36,0
brent-daniels,Brent Daniels,GWS,Essendon Bombers,Fwd,15,16,DNP,DNP,1373,1384,11,0.8,183,179,4,23,23,0
brodie-grundy,Brodie Grundy,Sydney,St Kilda Saints,Ruck,15,16,PLAYED,90.0,4760,4539,-221,-4.64,17,19,-2,3,3,0
brodie-kemp,Brodie Kemp,Carlton,Geelong Cats,Key Fwd,15,16,PLAYED,77.0,854,941,87,10.19,265,238,27,36,32,4
brody-mihocek,Brody Mihocek,Melbourne,Brisbane Lions,Key Fwd,15,16,DNP,DNP,11,11,0,0.0,790,791,-1,101,101,0
bruce-reville,Bruce Reville,Brisbane,North Melbourne Kangaroos,Mid,15,16,PLAYED,31.0,67,52,-15,-22.39,710,726,-16,183,187,-4
buku-khamis,Buku Khamis,Western Bulldogs,Brisbane Lions,Key Def,15,16,DNP,DNP,77,77,0,0.0,697,698,-1,76,76,0
caiden-cleary,Caiden Cleary,Sydney,Carlton Blues,Fwd,15,16,PLAYED,18.0,484,475,-9,-1.86,385,396,-11,49,53,-4
caleb-daniel,Caleb Daniel,North Melbourne,Port Adelaide Power,Def,15,16,PLAYED,145.0,1522,1729,207,13.6,167,141,26,37,31,6
caleb-graham,Caleb Graham,Gold Coast,Free agents,Key Def,15,16,DNP,DNP,74,74,0,0.0,704,703,1,78,78,0
caleb-lewis,Caleb Lewis,Gold Coast,Free agents,Key Fwd,15,16,DNP,DNP,219,219,0,0.0,577,574,3,82,82,0
caleb-may,Caleb May,Western Bulldogs,Melbourne Demons,Ruck,15,16,DNP,DNP,620,620,0,0.0,320,324,-4,30,30,0
caleb-serong,Caleb Serong,Fremantle,Western Bulldogs,Mid,15,16,PLAYED,85.0,4377,4261,-116,-2.65,21,21,0,14,14,0
caleb-windsor,Caleb Windsor,Melbourne,Western Bulldogs,Mid,15,16,DNP,DNP,1631,1630,-1,-0.06,147,147,0,65,66,-1
callum-ah-chee,Callum Ah Chee,Adelaide,Geelong Cats,Fwd,15,16,DNP,DNP,84,84,0,0.0,687,689,-2,143,143,0
callum-brown-ire,Callum M. Brown,GWS,St Kilda Saints,Fwd,15,16,PLAYED,76.0,16,21,5,31.25,782,777,5,178,177,1
callum-coleman-jones,Callum Coleman-Jones,North Melbourne,Free agents,Key Fwd,15,16,PLAYED,13.0,42,42,0,0.0,744,743,1,98,97,1
callum-mills,Callum Mills,Sydney,Collingwood Magpies,Def,15,16,PLAYED,109.0,1808,1967,159,8.79,131,114,17,27,22,5
callum-wilkie,Callum Wilkie,St Kilda,North Melbourne Kangaroos,Key Def,15,16,DNP,DNP,3679,3717,38,1.03,35,35,0,2,2,0
calsher-dear,Calsher Dear,Hawthorn,Collingwood Magpies,Key Fwd,15,16,PLAYED,42.0,969,981,12,1.24,233,234,-1,31,31,0
cameron-mackenzie,Cameron Mackenzie,Hawthorn,Western Bulldogs,Mid,15,16,PLAYED,105.0,1933,2340,407,21.06,118,86,32,57,47,10
cameron-nairn,Cameron Nairn,Hawthorn,Hawthorn Hawks,Fwd,15,16,DNP,DNP,804,803,-1,-0.12,273,274,-1,32,32,0
cameron-rayner,Cameron Rayner,Brisbane,Geelong Cats,Fwd,15,16,PLAYED,79.0,436,472,36,8.26,415,397,18,57,54,3
cameron-zurhaar,Cameron Zurhaar,North Melbourne,Richmond Tigers,Fwd,15,16,PLAYED,54.0,152,139,-13,-8.55,622,632,-10,116,124,-8
campbell-chesser,Campbell Chesser,Carlton,Essendon Bombers,Mid,15,16,DNP,DNP,411,410,-1,-0.24,428,423,5,142,141,1
campbell-gray,Campbell Gray,Richmond,Carlton Blues,Key Def,15,16,DNP,DNP,271,271,0,0.0,535,533,2,52,51,1
campbell-lake,Campbell Lake,St Kilda,Richmond Tigers,Fwd,15,16,DNP,DNP,150,150,0,0.0,624,623,1,118,117,1
chad-warner,Chad Warner,Sydney,North Melbourne Kangaroos,Mid,15,16,PLAYED,150.0,2916,3163,247,8.47,58,52,6,34,31,3
changkuoth-jiath,Changkuoth Jiath,Melbourne,Western Bulldogs,Def,15,16,DNP,DNP,26,26,0,0.0,770,769,1,166,165,1
charlie-ballard,Charlie Ballard,Gold Coast,Carlton Blues,Key Def,15,16,PLAYED,25.0,220,173,-47,-21.36,576,607,-31,61,68,-7
charlie-banfield,Charlie Banfield,St Kilda,Melbourne Demons,Mid,15,16,DNP,DNP,816,815,-1,-0.12,272,270,2,103,103,0
charlie-cameron,Charlie Cameron,Brisbane,Sydney Swans,Fwd,15,16,PLAYED,85.0,266,296,30,11.28,538,508,30,86,84,2
charlie-comben,Charlie Comben,North Melbourne,St Kilda Saints,Key Def,15,16,PLAYED,67.0,1002,1006,4,0.4,226,228,-2,18,18,0
charlie-curnow,Charlie Curnow,Carlton,Adelaide Crows,Key Fwd,15,16,PLAYED,75.0,1237,1234,-3,-0.24,198,197,1,24,24,0
charlie-edwards,Charlie Edwards,Adelaide,Hawthorn Hawks,Mid,15,16,DNP,DNP,753,753,0,0.0,287,284,3,109,107,2
charlie-nicholls,Charlie Nicholls,Fremantle,Hawthorn Hawks,Key Fwd,15,16,DNP,DNP,379,379,0,0.0,444,443,1,60,60,0
charlie-spargo,Charlie Spargo,Melbourne,Port Adelaide Power,Fwd,15,16,PLAYED,67.0,35,35,0,0.0,752,752,0,165,165,0
charlie-west,Charlie West,Collingwood,Western Bulldogs,Key Fwd,15,16,DNP,DNP,448,448,0,0.0,409,405,4,50,52,-2
chayce-jones,Chayce Jones,Adelaide,Free agents,Mid,15,16,DNP,DNP,113,113,0,0.0,656,656,0,173,173,0
chris-scerri,Chris Scerri,Fremantle,Richmond Tigers,Fwd,15,16,DNP,DNP,330,329,-1,-0.3,476,478,-2,68,72,-4
christian-moraes,Christian Moraes,Port Adelaide,Richmond Tigers,Mid,15,16,DNP,DNP,923,922,-1,-0.11,245,245,0,96,95,1
christian-petracca,Christian Petracca,Gold Coast,West Coast Eagles,Mid,15,16,PLAYED,59.0,2881,2492,-389,-13.5,61,74,-13,37,44,-7
christian-salem,Christian Salem,Melbourne,Port Adelaide Power,Def,15,16,DNP,DNP,593,594,1,0.17,336,337,-1,73,73,0
cillian-bourke,Cillian Bourke,Essendon,Free agents,Def,15,16,DNP,DNP,379,379,0,0.0,445,444,1,94,92,2
cillian-burke,Cillian Burke,Geelong,Port Adelaide Power,Def,15,16,DNP,DNP,117,117,0,0.0,651,650,1,136,136,0
clay-hall,Clay Hall,West Coast,Collingwood Magpies,Mid,15,16,DNP,DNP,611,611,0,0.0,328,331,-3,119,117,2
clayton-oliver,Clayton Oliver,GWS,North Melbourne Kangaroos,Mid,15,16,PLAYED,118.0,2395,2456,61,2.55,80,76,4,47,45,2
cody-anderson,Cody Anderson,Hawthorn,Free agents,Fwd,15,16,DNP,DNP,196,196,0,0.0,591,592,-1,105,105,0
cody-angove,Cody Angove,GWS,Hawthorn Hawks,Mid,15,16,DNP,DNP,644,644,0,0.0,313,318,-5,115,116,-1
cody-curtin,Cody Curtin,Brisbane,St Kilda Saints,Key Fwd,15,16,DNP,DNP,717,717,0,0.0,298,296,2,38,37,1
cody-weightman,Cody Weightman,Western Bulldogs,Collingwood Magpies,Fwd,15,16,DNP,DNP,344,344,0,0.0,465,463,2,64,66,-2
colby-mckercher,Colby McKercher,North Melbourne,Richmond Tigers,Mid,15,16,PLAYED,92.0,3854,3956,102,2.65,30,30,0,20,20,0
connor-budarick,Connor Budarick,Western Bulldogs,Brisbane Lions,Def,15,16,DNP,DNP,215,214,-1,-0.47,582,578,4,124,124,0
connor-idun,Connor Idun,GWS,North Melbourne Kangaroos,Def,15,16,PLAYED,81.0,1926,1918,-8,-0.42,119,119,0,22,23,-1
connor-macdonald,Connor MacDonald,Hawthorn,Richmond Tigers,Fwd,15,16,PLAYED,73.0,2259,2259,0,0.0,86,87,-1,10,10,0
connor-o-sullivan,Connor O'Sullivan,Geelong,Western Bulldogs,Key Def,15,16,DNP,DNP,2956,3004,48,1.62,57,58,-1,3,3,0
connor-rozee,Connor Rozee,Port Adelaide,Adelaide Crows,Mid,15,16,DNP,DNP,3054,3046,-8,-0.26,56,56,0,33,33,0
conor-mckenna,Conor McKenna,Brisbane,St Kilda Saints,Fwd,15,16,PLAYED,70.0,11,16,5,45.45,791,782,9,180,179,1
conor-nash,Conor Nash,Hawthorn,Sydney Swans,Mid,15,16,DNP,DNP,342,342,0,0.0,469,466,3,149,147,2
conor-stone,Conor Stone,GWS,Brisbane Lions,Def,15,16,PLAYED,26.0,86,86,0,0.0,684,686,-2,145,147,-2
cooper-bell,Cooper Bell,Gold Coast,Free agents,Key Def,15,16,DNP,DNP,367,367,0,0.0,450,451,-1,41,41,0
cooper-duff-tytler,Cooper Duff-Tytler,West Coast,Fremantle Dockers,Key Fwd,15,16,PLAYED,38.0,1643,1577,-66,-4.02,144,153,-9,14,13,1
cooper-harvey,Cooper Harvey,North Melbourne,Richmond Tigers,Fwd,15,16,PLAYED,73.0,103,102,-1,-0.97,667,664,3,134,133,1
cooper-hynes,Cooper Hynes,Western Bulldogs,Fremantle Dockers,Mid,15,16,DNP,DNP,1216,1215,-1,-0.08,200,201,-1,81,80,1
cooper-lord,Cooper Lord,Carlton,Western Bulldogs,Mid,15,16,DNP,DNP,392,392,0,0.0,439,434,5,147,145,2
cooper-sharman,Cooper Sharman,St Kilda,Adelaide Crows,Key Fwd,15,16,DNP,DNP,673,672,-1,-0.15,305,311,-6,41,41,0
cooper-simpson,Cooper Simpson,Fremantle,Richmond Tigers,Def,15,16,DNP,DNP,252,252,0,0.0,551,546,5,118,118,0
cooper-trembath,Cooper Trembath,North Melbourne,Richmond Tigers,Key Fwd,15,16,PLAYED,82.0,1894,1928,34,1.8,122,118,4,10,10,0
corey-durdin,Corey Durdin,Carlton,Port Adelaide Power,Fwd,15,16,PLAYED,71.0,63,67,4,6.35,714,707,7,154,152,2
corey-wagner,Corey Wagner,Fremantle,Sydney Swans,Def,15,16,DNP,DNP,42,42,0,0.0,745,744,1,159,160,-1
corey-warner,Corey Warner,Sydney,Melbourne Demons,Fwd,15,16,DNP,DNP,79,79,0,0.0,695,696,-1,148,148,0
dan-houston,Dan Houston,Collingwood,St Kilda Saints,Def,15,16,PLAYED,114.0,1211,1316,105,8.67,202,189,13,42,39,3
dane-rampe,Dane Rampe,Sydney,Brisbane Lions,Def,15,16,DNP,DNP,12,12,0,0.0,788,789,-1,173,173,0
daniel-annable,Daniel Annable,Brisbane,Fremantle Dockers,Mid,15,16,DNP,DNP,2055,2054,-1,-0.05,108,104,4,53,53,0
daniel-butler,Daniel Butler,St Kilda,Free agents,Fwd,15,16,DNP,DNP,20,20,0,0.0,778,780,-2,177,178,-1
daniel-curtin,Daniel Curtin,Adelaide,Melbourne Demons,Mid,15,16,PLAYED,35.0,2459,2420,-39,-1.59,78,80,-2,46,46,0
